(315,153),(282,236),(376,267),(415,172),(315,153)
(332,129),(257,274),(399,299),(384,139),(334,133)
(333,132),(309,261),(351,270),(366,141),(331,131)
(277,135),(381,138),(375,264),(275,263),(279,133)
(323,115),(428,142),(399,313),(301,285),(325,117)
(321,215),(339,128),(314,269),(314,270),(337,288),(348,284),(369,136),(339,124)
(333,131),(299,283),(362,294),(373,139),(334,136)
(334,150),(330,177),(316,198),(300,225),(300,246)
