(336,68),(344,213),(406,212),(411,58),(336,66)
(431,33),(329,99),(327,279),(439,226),(431,35)
(429,293),(339,293),(339,77),(428,77),(428,292)
(406,187),(344,189),(340,69),(398,65),(406,185)
(300,78),(426,84),(424,301),(293,276),(297,80)
(350,31),(351,369),(435,366),(435,26),(347,29)
(429,58),(335,58),(340,332),(429,331),(428,59)
(385,126),(390,156),(388,190),(388,210)
