(101,47),(86,216),(162,216),(174,50),(99,47)
(142,32),(173,91),(168,264),(62,233),(64,32),(140,34)
(159,219),(73,219),(73,55),(156,55),(156,221)
(84,217),(159,218),(159,119),(86,109),(84,213)
(68,77),(211,85),(220,296),(65,304),(67,76)
(67,28),(64,368),(144,368),(152,31),(65,23)
(88,83),(174,83),(176,259),(86,254),(86,84)
(108,184),(106,163),(105,140),(106,118),(104,96)
