(103,321),(107,352),(369,355),(352,291),(102,316)
(93,277),(76,361),(326,368),(336,302),(94,281)
(272,301),(140,301),(140,311),(273,311),(273,301)
(93,299),(349,301),(349,366),(88,363),(93,299)
(113,224),(78,274),(86,362),(386,352),(382,246),(298,206),(130,213),(116,224)
(-1,164),(0,370),(497,373),(498,164),(1,160)
(111,288),(307,295),(287,363),(91,362),(114,292)
(178,339),(204,339),(236,337),(273,334)
