(301,137),(260,211),(388,223),(414,157),(303,134)
(331,133),(303,233),(398,254),(398,134),(331,132)
(331,137),(303,210),(378,236),(370,142),(333,136)
(300,133),(372,143),(339,217),(277,209),(297,132)
(335,93),(459,136),(418,297),(278,249),(332,92)
(338,125),(308,221),(344,233),(370,133),(339,123)
(335,130),(375,142),(377,249),(308,224),(336,133)
(232,208),(235,201),(244,188),(252,179),(262,165),(277,148),(293,139),(305,131)
