(296,68),(301,224),(403,218),(394,65),(297,68)
(421,35),(283,93),(277,272),(418,232),(424,36)
(402,224),(297,224),(297,90),(401,90),(401,222)
(412,290),(315,284),(309,105),(395,99),(411,287)
(243,90),(250,318),(417,316),(420,86),(247,93),(249,90),(243,90)
(340,31),(335,365),(420,364),(421,29),(343,28)
(419,62),(309,59),(302,346),(408,357),(418,63)
(355,104),(359,149),(358,186),(362,213)
