;R	G	B	Name
0.91373	0.077469	0.30813	3
0.61569	0.1948	0.11445	1
0.61569	0.19542	0.11445	1
0.61176	0.19379	0.11586	1
0.58431	0.18548	0.11222	1
0.59608	0.19026	0.11152	1
0.58824	0.18446	0.11029	1
0.66275	0.25013	0.16659	1
0.63529	0.2424	0.16152	1
0.58431	0.21171	0.13719	1
0.56863	0.19619	0.11779	1
0.47843	0.1631	0.26558	3
0.44706	0.18305	0.28959	3
0.47059	0.21837	0.34533	3
0.45882	0.15441	0.25676	3
0.4902	0.19121	0.29872	3
0.51373	0.11855	0.24002	3
0.55686	0.076093	0.22609	3
0.47843	0.054801	0.18	3
0.8692	0.91765	0.58657	2
0.86667	0.85213	0.45103	2
0.92157	0.91176	0.47998	2
0.76373	0.80784	0.53432	2
0.82902	0.84706	0.52595	2
0.86186	0.87843	0.49448	2
0.87814	0.92941	0.51927	2
0.61569	0.25363	0.14739	1
0.57451	0.24018	0.1373	1
0.1839	0.28328	0.44706	5
0.17352	0.27731	0.43922	5
0.15423	0.25048	0.42157	5
0.17355	0.27611	0.44706	5
0.16539	0.26367	0.43529	5
0.65882	0.48703	0.13176	4
0.68627	0.49699	0.12433	4
0.6902	0.49801	0.12245	4
0.46275	0.081362	0.21054	3
0.47451	0.094902	0.2263	3
0.45882	0.085755	0.21011	3
0.41745	0.67451	0.23806	2
0.12941	0.096015	0.11605	7
0.12549	0.092956	0.11387	7
0.12157	0.094118	0.10784	7
0.14314	0.11042	0.12678	7
0.81964	0.70987	0.92941	8
0.72549	0.37172	0.29592	1
0.63922	0.34972	0.2805	1
0.69412	0.36816	0.30297	1
0.68627	0.36643	0.29752	1
0.24923	0.14087	0.41176	5
0.39678	0.25121	0.47451	5
0.82353	0.72254	0.23886	4
0.85098	0.73698	0.23925	4
0.86667	0.72426	0.22273	4
0.64319	0.93725	0.33803	2
0.63783	0.92941	0.34625	2
0.67469	0.97255	0.37684	2
0.68894	1	0.37788	2
0.67194	0.97647	0.36742	2
0.64571	0.94902	0.34239	2
0.6534	0.95294	0.35387	2
0.64943	0.94902	0.34983	2
0.62039	0.88627	0.35451	2
0.62586	0.8902	0.32129	2
0.59271	0.88235	0.30307	2
0.67451	1	0.34902	2
0.60247	0.87059	0.33436	2
0.48627	0.21882	0.33918	3
0.48235	0.21198	0.32699	3
0.48235	0.21168	0.32768	3
0.45098	0.19151	0.30271	3
0.4549	0.2094	0.32148	3
0.48235	0.23401	0.37125	3
0.4451	0.23437	0.33027	3
0.4549	0.20218	0.31191	3
0.41961	0.18616	0.28915	3
0.4	0.21538	0.28939	3
0.43137	0.21025	0.30719	3
0.39216	0.18275	0.27315	3
0.34118	0.20092	0.26824	3
0.20678	0.21974	0.38824	5
0.22892	0.25244	0.4	5
0.21817	0.23992	0.39216	5
0.18235	0.18586	0.36471	5
0.21237	0.24291	0.4	5
0.24323	0.26821	0.44314	5
0.26149	0.29941	0.46667	5
0.17305	0.16523	0.3451	5
0.2217	0.23945	0.41569	5
0.23159	0.25062	0.43137	5
0.22528	0.25575	0.38039	5
0.22696	0.25827	0.38039	5
0.21961	0.2485	0.37647	5
0.20977	0.23389	0.37255	5
0.20367	0.22379	0.36863	5
1	0.23137	0.69016	3
1	0.20784	0.67393	3
1	0.18738	0.61313	3
1	0.18431	0.58657	3
1	0.20513	0.64564	3
1	0.21961	0.67265	3
1	0.24314	0.70173	3
1	0.19255	0.62718	3
1	0.19216	0.61684	3
0.89412	0.19391	0.50726	3
0.89804	0.18546	0.50372	3
0.9098	0.19759	0.51475	3
0.90588	0.19894	0.51336	3
0.91765	0.19433	0.51608	3
0.14118	0.088499	0.1122	7
0.12941	0.088739	0.10751	7
0.14118	0.095523	0.1142	7
0.12549	0.082218	0.09992	7
0.11765	0.08461	0.098125	7
0.16078	0.10844	0.13297	7
0.12157	0.082888	0.097393	7
0.1451	0.10045	0.12106	7
0.12157	0.096416	0.1072	7
0.14118	0.094118	0.11584	7
0.11765	0.080882	0.094669	7
0.12157	0.078431	0.096919	7
0.1451	0.094314	0.11775	7
0.11765	0.081136	0.094828	7
0.96903	0.72977	0.98824	8
0.87955	0.68235	0.9098	8
0.89336	0.74519	0.95686	8
0.90689	0.75048	0.95686	8
0.94611	0.72846	0.97255	8
0.96543	0.93085	1	8
0.92549	0.85098	1	8
0.99412	0.98824	1	8
0.9635	0.92701	1	8
0.94118	0.88235	1	8
0.94174	0.93725	1	8
0.88169	0.81045	0.95294	8
0.86694	0.80054	0.93333	8
0.92464	0.8689	0.98039	8
0.9275	0.86677	0.98824	8
0.92641	0.86851	0.98431	8
0.92641	0.86851	0.98431	8
0.92723	0.86623	0.98824	8
0.92623	0.86422	0.98824	8
0.93785	0.88747	0.98824	8
0.96078	0.92157	1	8
0.95763	0.91525	1	8
0.92849	0.87659	0.98039	8
0.94103	0.90167	0.98039	8
0.9734	0.94681	1	8
0.97087	0.96863	1	8
0.95431	0.98061	1	8
0.94902	0.90588	0.99216	8
0.94948	0.91073	0.98824	8
0.29971	0.49412	0.3918	5
0.30758	0.50588	0.40475	5
0.31137	0.51765	0.4189	5
0.30374	0.51373	0.38229	5
0.31137	0.51765	0.43849	5
0.29517	0.50196	0.41795	5
0.84314	0.44005	0.75452	3
0.76471	0.36975	0.65208	3
0.83333	0.42471	0.78143	3
0.85098	0.43383	0.74669	3
0.87451	0.50833	0.80793	3
0.70196	0.35542	0.59973	3
0.90196	0.38139	0.77948	3
0.97255	0.42811	0.86285	3
0.88627	0.43959	0.80634	3
0.97255	0.45386	0.89202	3
0.8902	0.38758	0.78342	3
0.9098	0.33273	0.79743	3
0.97306	0.94613	1	8
0.98627	0.97255	1	8
0.95524	0.91832	0.99216	8
0.95841	0.92466	0.99216	8
0.73676	0.69706	0.77647	8
0.93566	0.85756	0.99608	8
0.90355	0.84631	0.96078	8
0.94822	0.90429	0.99216	8
0.89861	0.8074	0.94902	8
0.2902	0.20339	0.26849	7
0.094118	0.073203	0.077124	7
0.070588	0.047059	0.052941	7
0.066667	0.044444	0.049206	7
0.070588	0.047059	0.052101	7
0.066667	0.045614	0.049561	7
0.070588	0.048529	0.054044	7
0.20145	0.16761	0.20392	7
0.098039	0.082956	0.086727	7
0.082353	0.062976	0.06782	7
0.07451	0.059608	0.059608	7
0.10588	0.092647	0.099265	7
0.19294	0.18196	0.20392	7
0.10196	0.086275	0.09098	7
0.078431	0.06192	0.065015	7
0.16863	0.11012	0.14773	7
0.17255	0.11092	0.15054	7
0.14902	0.096863	0.12816	7
0.12549	0.08366	0.10648	7
0.1098	0.075129	0.091258	7
0.10196	0.072222	0.084967	7
0.1098	0.081395	0.0956	7
0.12157	0.089577	0.10557	7
0.12941	0.09869	0.11597	7
0.1451	0.10094	0.12578	7
0.11765	0.088235	0.10294	7
0.086275	0.057516	0.067102	7
0.098039	0.064103	0.076829	7
0.07451	0.051225	0.057047	7
0.090196	0.068721	0.075163	7
0.098039	0.073529	0.082721	7
0.098039	0.07451	0.082353	7
0.098039	0.072464	0.083425	7
0.094118	0.070588	0.080672	7
0.090196	0.070153	0.075163	7
0.086275	0.067519	0.071538	7
0.094118	0.070588	0.079412	7
0.082353	0.06445	0.071164	7
0.07451	0.057952	0.062919	7
0.082353	0.064052	0.069542	7
0.11373	0.091855	0.1017	7
0.3098	0.2455	0.29471	7
0.37255	0.29325	0.36462	7
0.37647	0.2849	0.3604	7
0.30196	0.23019	0.28402	7
0.26275	0.20399	0.24806	7
0.31765	0.23917	0.30338	7
0.31765	0.23824	0.29884	7
0.26667	0.20741	0.25185	7
0.35686	0.26617	0.33648	7
0.27843	0.21768	0.26523	7
0.2902	0.21326	0.26554	7
0.46275	0.34706	0.44346	7
0.33333	0.25641	0.3219	7
0.098039	0.068627	0.078808	7
0.10588	0.086511	0.091354	7
0.1098	0.09098	0.096627	7
0.10196	0.07797	0.085167	7
0.11373	0.091574	0.099881	7
0.11765	0.09893	0.1065	7
0.10196	0.081569	0.089216	7
0.11765	0.082353	0.1	7
0.97634	0.95268	1	8
0.98039	0.98823	1	8
0.98049	1	0.99734	8
0.97647	0.98824	1	8
0.96667	0.93333	1	8
0.97255	0.9451	1	8
0.98627	0.97255	1	8
0.86667	0.30476	0.69554	3
0.84118	0.24493	0.65899	3
0.86667	0.21412	0.67872	3
0.97647	0.30075	0.82519	3
0.96863	0.37753	0.82767	3
0.8902	0.37562	0.74726	3
0.9451	0.12972	0.64095	3
0.92941	0.1385	0.66389	3
0.91373	0.14691	0.67433	3
0.6549	0.35365	0.53599	3
0.047059	0.032941	0.032941	7
0.05098	0.036415	0.036415	7
0.05098	0.037077	0.037077	7
0.05098	0.035686	0.035686	7
0.05098	0.037077	0.037077	7
0.05098	0.037077	0.037077	7
0.05098	0.036415	0.036415	7
0.07451	0.060317	0.064575	7
0.082353	0.071123	0.075334	7
0.07451	0.063866	0.068427	7
0.090196	0.076667	0.083431	7
0.098039	0.080989	0.089514	7
0.07451	0.064113	0.067232	7
0.07451	0.060539	0.06473	7
0.082353	0.070494	0.074052	7
0.2902	0.16671	0.21473	3
0.30196	0.14092	0.21153	3
0.28627	0.1195	0.18204	3
0.30588	0.16751	0.25297	3
