;R	G	B	Name
0.39991	0.43366	0.56863	5
0.42144	0.4499	0.59216	5
0.28549	0.30859	0.4549	5
0.35635	0.37326	0.52549	5
0.36275	0.38167	0.58039	5
0.25022	0.33078	0.42745	5
0.31217	0.35168	0.51765	5
0.37107	0.38415	0.58039	5
0.29103	0.37543	0.47451	5
0.37257	0.40786	0.51373	5
1	0.16863	0.90185	3
0.98039	0.12687	0.81538	3
0.96863	0.063778	0.6701	3
0.98824	0.12014	0.77121	3
0.89412	0.15454	0.73324	3
0.85882	0.05815	0.49536	3
0.95686	0.081353	0.5589	3
1	0.062745	0.71921	3
0.99608	0.085936	0.71777	3
0.42333	0.36969	0.42745	3
0.93725	0.075583	0.67839	3
0.98431	0.10422	0.7532	3
1	0.066667	0.7265	3
1	0.84473	0.26667	4
1	0.84843	0.28744	4
1	0.83221	0.27165	4
1	0.80199	0.21961	4
1	0.80095	0.21569	4
0.93333	0.76926	0.28775	4
0.70196	0.58886	0.23817	4
0.9451	0.79018	0.30616	4
0.92941	0.72973	0.23052	4
0.81569	0.6524	0.22312	4
0.5256	0.91052	0.93725	5
0.55453	0.86683	0.94902	5
0.5048	0.88072	0.95294	5
0.49412	0.8549	0.93333	5
0.59918	0.91356	0.99216	5
0.89392	0.14906	0.95686	3
0.82092	0.1377	0.94902	3
0.80664	0.1186	0.88235	3
0.64198	0.94902	0.33495	2
0.66796	0.99608	0.33984	2
0.65827	0.96471	0.35183	2
0.64571	0.94902	0.34239	2
0.67045	0.98824	0.35266	2
0.66991	0.99608	0.34374	2
0.66799	0.97647	0.35952	2
0.22647	0.41176	0.28132	5
0.22768	0.36078	0.27205	5
0.29367	0.31538	0.4549	5
0.26027	0.34436	0.38039	5
0.31421	0.35877	0.46275	5
0.30936	0.32791	0.43922	5
0.21853	0.32485	0.36863	5
0.27389	0.40392	0.31527	5
0.24037	0.25673	0.36471	5
0.30517	0.34408	0.42745	5
0.31611	0.42457	0.43529	5
0.23409	0.31769	0.38039	5
0.88627	0.322	0.11482	1
0.89412	0.31632	0.10791	1
0.90588	0.31539	0.10422	1
0.87451	0.30591	0.099944	1
0.87451	0.30098	0.1009	1
0.96078	0.37698	0.17849	1
0.97647	0.40923	0.21061	1
0.99608	0.46604	0.29296	1
0.85686	0.30028	0.099034	1
0.92941	0.37071	0.18201	1
0.84706	0.28952	0.094555	1
0.61958	1	0.22745	2
0.63781	1	0.21961	2
0.61373	1	0.22745	2
0.61958	1	0.22745	2
0.61955	1	0.22745	2
0.68824	1	0.37647	2
0.71176	1	0.42353	2
0.63025	1	0.21569	2
0.63761	1	0.20392	2
0.62918	1	0.21176	2
0.61785	1	0.22353	2
0.62702	1	0.21961	2
0.65318	1	0.21176	2
0.94118	0.9012	0.33587	4
0.98824	0.96567	0.35654	4
0.99216	0.95575	0.36185	4
0.97647	0.92547	0.3492	4
1	0.93406	0.32941	4
0.99608	0.96344	0.34333	4
0.14103	0.4078	0.53725	5
0.13751	0.39878	0.52941	5
0.14088	0.40719	0.53333	5
0.13365	0.38561	0.51373	5
0.14696	0.42062	0.56078	5
0.14855	0.41937	0.56078	5
0.14787	0.41952	0.56078	5
0.20092	0.42415	0.65098	5
0.13764	0.39487	0.52157	5
0.13725	0.39545	0.52549	5
0.14129	0.41376	0.54902	5
0.67059	0.008031	0.22508	3
0.6902	0.00812	0.23175	3
0.71765	0.0081551	0.23902	3
0.7098	0.008763	0.23491	3
0.70196	0.0089422	0.22945	3
0.72157	0.0082939	0.23543	3
0.6902	0.014454	0.23286	3
0.67843	0.01459	0.22879	3
0.70588	0.010458	0.23342	3
0.52157	0.42415	0.25982	4
0.52549	0.42729	0.25399	4
0.52157	0.33757	0.16916	4
0.50588	0.36432	0.20097	4
0.61961	0.40234	0.21223	4
0.54902	0.37001	0.20168	4
0.62745	0.41641	0.19287	4
0.65882	0.48718	0.2685	4
0.61176	0.39611	0.18994	4
0.56078	0.42502	0.26008	4
0.5515	0.58824	0.4089	4
0.70373	1	0.40746	2
0.68039	1	0.36078	2
0.65105	1	0.2902	2
0.63713	1	0.26275	2
0.63712	1	0.26275	2
0.66597	1	0.33194	2
0.72858	0.98824	0.20927	2
0.62521	0.77647	0.17143	2
0.72821	0.98039	0.21097	2
0.69945	0.9451	0.21126	2
0.72992	1	0.45985	2
0.68431	1	0.36863	2
0.63529	1	0.27059	2
0.70588	1	0.41176	2
0.22031	0.45754	0.6902	5
0.22805	0.45508	0.65882	5
0.27678	0.48054	0.65882	5
0.24976	0.44834	0.61569	5
0.26932	0.47369	0.64706	5
0.28405	0.48924	0.64314	5
0.19817	0.39908	0.6	5
0.21419	0.41979	0.61961	5
0.26342	0.4828	0.67451	5
0.29804	0.49534	0.68627	5
0.2438	0.45068	0.6549	5
0.30358	0.52238	0.74118	5
0.31086	0.52625	0.76078	5
0.29576	0.56226	0.83922	5
0.28081	0.47367	0.65882	5
