0.170843	0.001600	0.000047	0.000001	-0.000000	-0.000000	0.000000
0.171469	0.001868	0.000058	0.000000	-0.000000	-0.000000	0.000000
0.172695	0.002394	0.000064	0.000002	0.000000	0.000000	0.000000
0.173493	0.002470	0.000070	0.000003	-0.000000	-0.000000	-0.000000
0.174567	0.002816	0.000078	0.000003	-0.000000	-0.000000	0.000000
0.172083	0.001908	0.000056	0.000000	0.000000	0.000000	0.000000
0.168967	0.000833	0.000057	0.000001	-0.000000	-0.000000	0.000000
0.172105	0.002104	0.000073	0.000001	0.000000	0.000000	0.000000
0.172722	0.002174	0.000062	0.000002	0.000000	0.000000	-0.000000
0.171976	0.001962	0.000089	0.000003	0.000000	0.000000	0.000000
0.193371	0.002020	0.003926	0.000047	0.000000	-0.000000	0.000000
0.191841	0.001057	0.004055	0.000028	-0.000000	-0.000001	-0.000000
0.198341	0.003806	0.004144	0.000106	0.000000	0.000002	-0.000000
0.200487	0.004504	0.004284	0.000117	-0.000000	-0.000002	-0.000000
0.189021	0.000103	0.003907	0.000003	-0.000000	0.000000	-0.000000
0.186334	0.000351	0.003270	0.000005	0.000000	0.000000	0.000000
0.192798	0.002038	0.003839	0.000059	0.000000	0.000002	0.000000
0.197711	0.004242	0.003852	0.000113	0.000000	0.000002	-0.000000
0.204806	0.006511	0.004261	0.000127	-0.000000	-0.000007	-0.000000
0.197052	0.003151	0.004156	0.000070	-0.000000	-0.000002	-0.000000
0.162159	0.000912	0.000003	0.000000	-0.000000	-0.000000	0.000000
0.163515	0.001382	0.000000	0.000000	0.000000	0.000000	0.000000
0.160777	0.000471	0.000003	0.000000	0.000000	0.000000	-0.000000
0.164527	0.001695	0.000003	0.000000	0.000000	0.000000	-0.000000
0.167041	0.002520	0.000001	0.000000	0.000000	0.000000	-0.000000
0.165963	0.002171	0.000000	0.000000	0.000000	0.000000	0.000000
0.167227	0.002589	0.000001	0.000000	0.000000	0.000000	0.000000
0.161847	0.000831	0.000001	0.000000	0.000000	0.000000	0.000000
0.167411	0.002641	0.000001	0.000000	0.000000	0.000000	0.000000
0.164621	0.001731	0.000000	0.000000	-0.000000	-0.000000	-0.000000
