0, -3.141592653589793, 0.75, 0, 0.35260115606936415
0, -3.141592653589793, 0.75, 1, 0.35361216730038025
0, -3.141592653589793, 0.75, 2, 0.3471698113207547
0, -3.141592653589793, 0.75, 3, 0.31144465290806755
0, -3.141592653589793, 0.75, 4, 0.3414179104477612
0, -3.141592653589793, 0.75, 5, 0.3485981308411215
0, -3.141592653589793, 0.75, 6, 0.35398230088495575
0, -3.141592653589793, 0.75, 7, 0.36162005785920925
0, -3.141592653589793, 0.75, 8, 0.35288640595903165
0, -3.141592653589793, 0.75, 9, 0.32951289398280803
1, -2.356194490192345, 0.75, 0, 0.11556829035339064
1, -2.356194490192345, 0.75, 1, 0.12560386473429952
1, -2.356194490192345, 0.75, 2, 0.14215686274509803
1, -2.356194490192345, 0.75, 3, 0.1416015625
1, -2.356194490192345, 0.75, 4, 0.1393998063891578
1, -2.356194490192345, 0.75, 5, 0.12600806451612903
1, -2.356194490192345, 0.75, 6, 0.15240904621435594
1, -2.356194490192345, 0.75, 7, 0.14946962391513982
1, -2.356194490192345, 0.75, 8, 0.12732615083251714
1, -2.356194490192345, 0.75, 9, 0.13076923076923078
2, -1.5707963267948966, 0.75, 0, 0.1972318339100346
2, -1.5707963267948966, 0.75, 1, 0.19283276450511946
2, -1.5707963267948966, 0.75, 2, 0.21143847487001732
2, -1.5707963267948966, 0.75, 3, 0.21565217391304348
2, -1.5707963267948966, 0.75, 4, 0.21847246891651864
2, -1.5707963267948966, 0.75, 5, 0.21201413427561838
2, -1.5707963267948966, 0.75, 6, 0.2119089316987741
2, -1.5707963267948966, 0.75, 7, 0.2126126126126126
2, -1.5707963267948966, 0.75, 8, 0.20825852782764812
2, -1.5707963267948966, 0.75, 9, 0.20848056537102475
3, -0.7853981633974483, 0.75, 0, 0.16681695220919748
3, -0.7853981633974483, 0.75, 1, 0.18066847335140018
3, -0.7853981633974483, 0.75, 2, 0.17620345140781107
3, -0.7853981633974483, 0.75, 3, 0.15234720992028344
3, -0.7853981633974483, 0.75, 4, 0.19241192411924118
3, -0.7853981633974483, 0.75, 5, 0.15688073394495414
3, -0.7853981633974483, 0.75, 6, 0.17333333333333334
3, -0.7853981633974483, 0.75, 7, 0.18598130841121496
3, -0.7853981633974483, 0.75, 8, 0.14
3, -0.7853981633974483, 0.75, 9, 0.1766304347826087
4, 0.0, 0.75, 0, 0.26941917424772566
4, 0.0, 0.75, 1, 0.27379310344827584
4, 0.0, 0.75, 2, 0.2549295774647887
4, 0.0, 0.75, 3, 0.25139664804469275
4, 0.0, 0.75, 4, 0.265814266487214
4, 0.0, 0.75, 5, 0.26680972818311877
4, 0.0, 0.75, 6, 0.2669491525423729
4, 0.0, 0.75, 7, 0.2536997885835095
4, 0.0, 0.75, 8, 0.24929577464788732
4, 0.0, 0.75, 9, 0.23410404624277456
5, 0.7853981633974483, 0.75, 0, 0.12195121951219512
5, 0.7853981633974483, 0.75, 1, 0.1509727626459144
5, 0.7853981633974483, 0.75, 2, 0.14803625377643503
