;R	G	B	Name
0.98039	0.67702	0.33833	4
0.98431	0.67327	0.32029	4
0.1395	0.6948	0.97647	3
0.1217	0.68743	0.94118	3
0.12837	0.68176	0.96471	3
0.135	0.70359	0.93725	3
0.13618	0.80152	0.99216	3
0.11663	0.75039	0.92941	3
0.85882	0.28879	0.20346	1
0.94902	0.32041	0.22539	1
0.98431	0.33761	0.24318	1
0.98039	0.35096	0.24606	1
0.97647	0.33454	0.23775	1
0.92549	0.31992	0.22502	1
0.95294	0.32348	0.22489	1
0.39216	0.88983	1	3
0.31594	0.63134	0.75294	3
0.29704	0.56707	0.67059	3
0.33151	0.65554	0.78431	3
0.3556	0.70844	0.84706	3
0.30394	0.5583	0.65882	3
0.41053	0.7579	0.88627	3
0.39216	0.74997	0.88627	3
0.4005	0.77627	0.91765	3
0.3844	0.75338	0.8902	3
0.36065	0.72011	0.86471	3
0.36366	0.72508	0.86667	3
0.082353	0.082353	0.07	7
0.082353	0.082353	0.07	7
0.082353	0.082353	0.07	7
0.082353	0.082353	0.070588	7
0.061331	0.070588	0.056702	7
0.038344	0.047059	0.036601	7
0.063398	0.07451	0.059694	7
0.054777	0.062745	0.053782	7
0.06902	0.076983	0.086275	7
0.08801	0.094118	0.07946	7
0.077311	0.090196	0.077311	7
0.099071	0.11765	0.10836	7
0.094118	0.11176	0.10588	7
0.094553	0.1098	0.1001	7
0.093947	0.11373	0.10186	7
1	1	0.35686	2
1	1	0.5469	2
1	1	0.43922	2
1	1	0.43922	2
1	1	0.39216	2
1	1	0.39216	2
1	1	0.38824	2
1	0.93866	0.24093	2
1	1	0.40784	2
0.7098	0.25019	0.15148	1
0.86275	0.26289	0.12626	1
0.13783	0.36078	0.18928	5
0.14577	0.49804	0.23668	5
0.16993	0.5098	0.26369	5
0.086549	0.17079	0.42353	3
0.072142	0.18503	0.53725	3
0.07397	0.18603	0.53725	3
0.024211	0.14915	0.55686	3
0.036875	0.17767	0.62353	3
0.06827	0.21269	0.67843	3
0.98431	0.43345	0.40531	6
0.88235	0.39064	0.3673	6
0.92157	0.3954	0.37092	6
0.96863	0.42031	0.39402	6
0.77647	0.36807	0.33108	6
0.84314	0.4067	0.36641	6
0.69804	0.32738	0.29916	6
0.86275	0.39651	0.35881	6
0.86667	0.39992	0.36174	6
0.98824	0.92062	0.3346	2
0.96667	0.88612	0.31464	2
0.97255	0.84442	0.3059	2
0.98431	0.96869	0.34354	2
0.98431	0.97266	0.35512	2
0.9451	0.88504	0.31874	2
0.95686	0.86925	0.3077	2
0.98039	0.89414	0.31142	2
0.98431	0.97929	0.38601	2
0.29412	0.53333	0.34042	5
0.28976	0.52157	0.33293	5
0.2819	0.50588	0.32438	5
0.28062	0.50196	0.32087	5
0.28091	0.50196	0.32144	5
0.27798	0.49804	0.31989	5
0.23337	0.43137	0.25713	5
0.22682	0.41961	0.25153	5
0.34602	0.56078	0.38691	5
0.32787	0.55686	0.36501	5
0.27027	0.45882	0.29155	5
0.28976	0.52157	0.33298	5
0.28758	0.51765	0.33006	5
0.6549	0.9177	0.99608	3
0.075721	0.23404	0.93137	3
0.079749	0.24518	0.96078	3
0.1335	0.28128	0.78431	3
0.099654	0.25868	0.84706	3
0.1221	0.25878	0.78039	3
0.11203	0.28221	0.8549	3
0.078746	0.24829	0.98039	3
0.0812	0.2429	0.94118	3
0.077469	0.23124	0.91373	3
0.61569	0.16802	0.11445	1
0.61569	0.16843	0.11445	1
0.61176	0.16782	0.11586	1
0.58431	0.16106	0.11222	1
0.59608	0.16402	0.11152	1
0.58824	0.15974	0.11029	1
