;R	G	B	Name
0.93103	0.91994	0.41335	2
0.92672	0.91341	0.41628	2
0.93103	0.91871	0.41736	2
0.9181	0.89975	0.42254	2
0.93534	0.92499	0.41429	2
0.86344	0.82895	0.35913	2
0.85903	0.82307	0.3601	2
0.82819	0.78709	0.35548	2
0.86784	0.83343	0.36031	2
0.87225	0.84021	0.35965	2
0.8326	0.79228	0.35683	2
0.86784	0.83419	0.35937	2
0.85903	0.82261	0.36123	2
0.837	0.79706	0.35766	2
0.86344	0.82757	0.36135	2
0.95495	0.93589	0.421	2
0.95946	0.94304	0.41776	2
0.94144	0.91412	0.4301	2
0.94595	0.91941	0.43038	2
0.95495	0.93539	0.42284	2
0.95946	0.94127	0.42112	2
0.94595	0.91846	0.43165	2
0.95495	0.93568	0.42156	2
0.95045	0.92765	0.42606	2
0.95946	0.94117	0.42179	2
0.82212	0.82212	0.38303	2
0.81731	0.81731	0.3842	2
0.83173	0.83173	0.37576	2
0.81731	0.81731	0.38595	2
0.82692	0.82692	0.38094	2
0.82212	0.82212	0.38499	2
0.82692	0.82692	0.37733	2
0.82692	0.82692	0.37994	2
0.82212	0.82212	0.38127	2
0.82692	0.82692	0.37587	2
0.90041	0.85187	0.41494	2
0.89627	0.84618	0.41687	2
0.90456	0.85794	0.41117	2
0.90041	0.85157	0.41638	2
0.89627	0.84446	0.41962	2
0.91286	0.86795	0.4066	2
0.89627	0.84549	0.41752	2
0.90041	0.85111	0.41727	2
0.89627	0.8455	0.41763	2
0.91286	0.86795	0.4066	2
0.72052	0.67274	0.31091	2
0.74236	0.69722	0.309	2
0.72052	0.6724	0.31149	2
0.74236	0.69731	0.30877	2
0.75109	0.70695	0.30966	2
0.74236	0.69746	0.30836	2
0.72489	0.6771	0.31067	2
0.72489	0.677	0.31128	2
0.74236	0.69732	0.3089	2
0.74672	0.70202	0.30962	2
0.89427	0.87044	0.41759	2
0.9163	0.89603	0.41961	2
0.87225	0.84535	0.41499	2
0.88106	0.85525	0.41659	2
0.88546	0.86083	0.41738	2
0.92511	0.90596	0.41964	2
0.88106	0.85492	0.41714	2
0.88987	0.8657	0.41688	2
0.88987	0.86543	0.41737	2
0.9163	0.89599	0.41876	2
0.72464	0.71033	0.34307	2
0.73913	0.72807	0.32977	2
0.7343	0.72187	0.33655	2
0.75362	0.74642	0.31779	2
0.75362	0.74647	0.31732	2
0.75845	0.75157	0.31818	2
0.7343	0.72188	0.337	2
0.7343	0.72187	0.33655	2
0.74396	0.73387	0.32706	2
0.72464	0.70991	0.34469	2
0.66964	0.63858	0.28361	2
0.66071	0.62856	0.28698	2
0.67411	0.64402	0.28302	2
0.70089	0.67157	0.28555	2
0.6875	0.65759	0.28365	2
0.67857	0.64825	0.2844	2
0.68304	0.65278	0.28372	2
0.66071	0.62859	0.28727	2
0.66071	0.62854	0.28673	2
0.66964	0.63858	0.28361	2
0.92609	0.91296	0.47556	2
0.92609	0.91296	0.47556	2
0.92174	0.90817	0.47725	2
0.92609	0.91337	0.47452	2
0.91739	0.90383	0.47672	2
0.90435	0.88912	0.47784	2
0.93913	0.92829	0.46957	2
0.92174	0.90817	0.47733	2
0.93913	0.92822	0.47365	2
0.93478	0.92373	0.47437	2
0.88596	0.85203	0.40412	2
0.89474	0.86138	0.40109	2
0.88596	0.85163	0.40524	2
0.89035	0.85642	0.40396	2
0.90789	0.87818	0.39537	2
0.89912	0.86664	0.40102	2
0.90789	0.87738	0.39669	2
0.88596	0.85203	0.40412	2
0.90351	0.87287	0.39582	2
0.89912	0.86647	0.40122	2
1	1	0.64935	2
1	1	0.64502	2
1	1	0.65368	2
1	1	0.64935	2
1	1	0.64502	2
1	1	0.64414	2
1	1	0.64502	2
1	1	0.65368	2
1	1	0.65652	2
1	1	0.65368	2
1	1	0.62771	2
1	1	0.62338	2
1	1	0.62771	2
1	1	0.63203	2
1	1	0.61538	2
1	1	0.63184	2
1	1	0.61905	2
1	1	0.61905	2
1	1	0.61905	2
1	1	0.62771	2
1	1	0.62393	2
1	1	0.61966	2
1	1	0.61538	2
1	1	0.61111	2
1	1	0.62393	2
1	1	0.61111	2
1	1	0.61111	2
1	1	0.62393	2
1	1	0.61905	2
1	1	0.62393	2
1	1	0.60086	2
1	1	0.60944	2
1	1	0.60086	2
1	1	0.60515	2
1	1	0.60944	2
1	1	0.60944	2
1	1	0.61373	2
1	1	0.61373	2
1	1	0.61373	2
1	1	0.61373	2
1	1	0.61373	2
1	1	0.62232	2
1	1	0.61803	2
1	1	0.62232	2
1	1	0.62232	2
1	1	0.61803	2
1	1	0.62232	2
1	1	0.62232	2
1	1	0.61803	2
1	1	0.61373	2
0.96581	0.95257	0.66451	2
0.97863	0.97863	0.64262	2
0.97009	0.96722	0.65501	2
0.97009	0.97009	0.65087	2
0.96581	0.95242	0.66451	2
0.96581	0.94923	0.66736	2
0.97009	0.96507	0.65916	2
0.96581	0.9558	0.66038	2
0.97009	0.96727	0.65501	2
0.97009	0.97009	0.65087	2
0.90717	0.90717	0.56122	2
0.91139	0.91139	0.56222	2
0.87764	0.87764	0.55038	2
0.88608	0.88608	0.55333	2
0.95781	0.95781	0.57634	2
0.89873	0.89873	0.55744	2
0.93671	0.93671	0.56914	2
0.93671	0.93671	0.56914	2
0.91561	0.91561	0.56405	2
0.94515	0.94515	0.5727	2
0.9322	0.87836	0.43997	2
0.9322	0.87802	0.44068	2
0.94068	0.89018	0.43992	2
0.94068	0.89056	0.43953	2
0.9322	0.87839	0.43964	2
0.94068	0.89059	0.4398	2
0.93644	0.88399	0.44017	2
0.9322	0.87882	0.43941	2
0.9322	0.87764	0.44113	2
0.9322	0.87836	0.43997	2
0.87607	0.87215	0.46905	2
0.85897	0.84684	0.47067	2
0.88034	0.88034	0.46882	2
0.87179	0.8675	0.46808	2
0.87607	0.87607	0.46777	2
0.87607	0.87215	0.46905	2
0.88462	0.88462	0.46856	2
0.88462	0.88462	0.46833	2
0.87607	0.87607	0.46804	2
0.86325	0.85163	0.4722	2
0.8692	0.85761	0.48083	2
0.86076	0.84876	0.47691	2
0.8903	0.879	0.4912	2
0.78059	0.7659	0.43776	2
0.86498	0.8531	0.47883	2
0.81857	0.8049	0.45637	2
0.827	0.81379	0.46031	2
0.83966	0.8267	0.4669	2
0.78481	0.77003	0.43989	2
0.78059	0.7659	0.43776	2
0.93671	0.89039	0.45813	2
0.93249	0.88341	0.46219	2
0.93249	0.88381	0.46189	2
0.94093	0.89768	0.45657	2
0.93671	0.88843	0.462	2
0.94093	0.89734	0.45715	2
0.93249	0.88338	0.46406	2
0.93671	0.89041	0.4583	2
0.94093	0.89622	0.45808	2
0.93249	0.88299	0.46412	2
0.99156	0.97591	0.51042	2
0.99156	0.97277	0.51715	2
0.98734	0.9674	0.52075	2
0.99156	0.97543	0.51288	2
0.99578	0.9823	0.51055	2
0.99156	0.97186	0.51879	2
0.99578	0.98192	0.51066	2
0.99156	0.97234	0.51879	2
0.99156	0.97453	0.51461	2
0.99156	0.97526	0.51461	2
1	1	0.64502	2
1	1	0.64935	2
1	1	0.64069	2
1	1	0.64069	2
1	1	0.64502	2
1	1	0.64069	2
1	1	0.64502	2
1	1	0.64159	2
1	1	0.63934	2
1	1	0.63636	2
1	1	0.65517	2
1	1	0.65086	2
1	1	0.65236	2
1	1	0.65236	2
1	1	0.64807	2
1	1	0.65049	2
1	1	0.65236	2
1	1	0.64378	2
1	1	0.65665	2
1	1	0.65665	2
1	1	0.64502	2
1	1	0.64069	2
1	1	0.64737	2
1	1	0.64502	2
1	1	0.64935	2
1	1	0.64935	2
1	1	0.64502	2
1	1	0.64069	2
1	1	0.64502	2
1	1	0.64502	2
0.035901	0.20492	0.74494	3
0.035473	0.20439	0.74494	3
0.036697	0.20615	0.74494	3
0.036118	0.20527	0.74494	3
0.039409	0.20919	0.74089	3
0.03879	0.20826	0.74089	3
0.03684	0.20547	0.74089	3
0.03624	0.20536	0.74494	3
0.035102	0.20354	0.74494	3
0.038994	0.20855	0.74089	3
0.038388	0.20734	0.74089	3
0.039194	0.20759	0.73684	3
0.037045	0.20528	0.74089	3
0.038994	0.20828	0.74089	3
0.037045	0.20526	0.74089	3
0.037419	0.2058	0.74089	3
0.040936	0.21	0.73684	3
0.040265	0.20913	0.73684	3
0.042592	0.21212	0.73684	3
0.039829	0.20834	0.73684	3
0.03551	0.20213	0.73684	3
0.038795	0.20617	0.73279	3
0.035274	0.20154	0.73684	3
0.035463	0.20204	0.73684	3
0.03961	0.20732	0.73279	3
0.035088	0.2014	0.73684	3
0.035281	0.20251	0.74089	3
0.035281	0.20251	0.74089	3
0.037969	0.20488	0.73279	3
0.038568	0.20585	0.73279	3
0.037659	0.20722	0.74899	3
0.03605	0.20552	0.75304	3
0.035859	0.20513	0.75304	3
0.035483	0.20456	0.75304	3
0.038301	0.2079	0.74899	3
0.035859	0.2053	0.75304	3
0.03605	0.20566	0.75304	3
0.037659	0.20722	0.74899	3
0.037242	0.20633	0.74899	3
0.035483	0.20456	0.75304	3
0.052584	0.22377	0.74494	3
0.042911	0.21395	0.74899	3
0.045393	0.21729	0.74899	3
0.045393	0.21729	0.74899	3
0.040269	0.21117	0.75304	3
0.044319	0.21562	0.74899	3
0.043045	0.21418	0.74899	3
0.051375	0.22277	0.74494	3
0.043362	0.21455	0.74899	3
0.052066	0.22329	0.74494	3
0.051555	0.21941	0.73896	3
0.047934	0.2149	0.74297	3
0.050295	0.2177	0.73896	3
0.046954	0.21401	0.74699	3
0.05056	0.21801	0.73896	3
0.046954	0.21401	0.74699	3
0.048719	0.21616	0.74297	3
0.049531	0.21718	0.74297	3
0.048987	0.2165	0.74297	3
0.046445	0.21324	0.74699	3
0.032751	0.19609	0.73279	3
0.032749	0.19672	0.73684	3
0.032568	0.19635	0.73684	3
0.032568	0.19635	0.73684	3
0.032389	0.19613	0.73684	3
0.032751	0.19609	0.73279	3
0.033692	0.19748	0.73279	3
0.032389	0.19613	0.73684	3
0.034083	0.19803	0.73279	3
0.032569	0.19569	0.73279	3
0.039831	0.20296	0.72581	3
0.041481	0.20475	0.72177	3
0.042209	0.20596	0.72177	3
0.04315	0.20711	0.72177	3
0.04315	0.20709	0.72177	3
0.042963	0.20681	0.72177	3
0.041244	0.20441	0.72177	3
0.043143	0.20642	0.71774	3
0.040715	0.20367	0.72177	3
0.04338	0.20673	0.71774	3
0.036645	0.19886	0.71255	3
0.035043	0.19654	0.71255	3
0.037073	0.19901	0.7085	3
0.03729	0.19917	0.7085	3
0.034972	0.19649	0.71255	3
0.036028	0.19807	0.71255	3
0.034111	0.19545	0.71255	3
0.036231	0.19839	0.71255	3
0.03671	0.19828	0.7085	3
0.035043	0.19657	0.71255	3
0.025578	0.15571	0.57551	3
0.025578	0.15571	0.57551	3
0.025578	0.15571	0.57551	3
0.02539	0.15534	0.57551	3
0.025578	0.15571	0.57551	3
0.02539	0.15528	0.57551	3
0.025437	0.15545	0.57551	3
0.0252	0.15564	0.57959	3
0.025769	0.15586	0.57551	3
0.026374	0.15615	0.57143	3
0.029219	0.14993	0.53846	3
0.029219	0.14993	0.53846	3
0.029749	0.15087	0.53846	3
0.029447	0.15029	0.53846	3
0.028773	0.14904	0.53846	3
0.029915	0.151	0.53846	3
0.028769	0.14965	0.54251	3
0.028769	0.14965	0.54251	3
0.029915	0.151	0.53846	3
0.028773	0.14894	0.53846	3
0.02771	0.1898	0.71255	3
0.025901	0.18842	0.7166	3
0.028503	0.19021	0.7085	3
0.026673	0.18851	0.71255	3
0.027256	0.18923	0.71255	3
0.027557	0.18946	0.71255	3
0.02802	0.18949	0.7085	3
0.025593	0.18794	0.7166	3
0.028834	0.19085	0.7085	3
0.027862	0.18917	0.7085	3
0.031902	0.19468	0.72177	3
0.030722	0.19357	0.72581	3
0.032958	0.19545	0.71774	3
0.032811	0.19534	0.71774	3
0.033	0.19556	0.71774	3
0.032623	0.19595	0.72177	3
0.031381	0.19383	0.72177	3
0.031553	0.19396	0.72177	3
0.032958	0.19545	0.71774	3
0.033776	0.19663	0.71774	3
0.036948	0.20188	0.73896	3
0.037574	0.20284	0.73896	3
0.038288	0.20366	0.73896	3
0.039093	0.204	0.73494	3
0.038222	0.20356	0.73896	3
0.038886	0.20385	0.73494	3
0.038091	0.20346	0.73896	3
0.038234	0.20284	0.73494	3
0.039629	0.20498	0.73494	3
0.039941	0.20465	0.73092	3
0.0265	0.15648	0.583	3
0.026721	0.15615	0.57895	3
0.026721	0.15615	0.57895	3
0.027754	0.15676	0.5749	3
0.026839	0.15624	0.57895	3
0.026721	0.15615	0.57895	3
0.027383	0.15694	0.57895	3
0.026104	0.15605	0.583	3
0.025911	0.15576	0.583	3
0.02572	0.15561	0.583	3
0.18423	0.37428	0.68936	3
0.18532	0.37005	0.67234	3
0.18532	0.37392	0.68511	3
0.18458	0.3745	0.68936	3
0.18693	0.3699	0.66809	3
0.18644	0.36947	0.66809	3
0.18619	0.37071	0.67234	3
0.18535	0.37007	0.67234	3
0.18391	0.37505	0.69362	3
0.18634	0.36807	0.66383	3
0.2163	0.41246	0.75214	3
0.21071	0.41703	0.78205	3
0.2149	0.41131	0.75214	3
0.21585	0.41599	0.76496	3
0.21529	0.413	0.75641	3
0.21554	0.41316	0.75641	3
0.21551	0.41315	0.75641	3
0.20887	0.41692	0.78632	3
0.21368	0.41687	0.7735	3
0.20988	0.41503	0.77778	3
0.2164	0.42007	0.77542	3
0.21668	0.41675	0.76271	3
0.21934	0.41356	0.74576	3
0.21819	0.41666	0.75847	3
0.21885	0.41583	0.75424	3
0.21589	0.41975	0.77542	3
0.21755	0.41615	0.75847	3
0.21824	0.41669	0.75847	3
0.21737	0.41862	0.76695	3
0.21885	0.41583	0.75424	3
0.19658	0.41075	0.78632	3
0.19587	0.41135	0.7906	3
0.19474	0.41193	0.79487	3
0.19018	0.41123	0.80342	3
0.19362	0.41118	0.79487	3
0.19179	0.41103	0.79915	3
0.19557	0.41109	0.7906	3
0.1899	0.41092	0.80342	3
0.19473	0.41047	0.7906	3
0.18814	0.41233	0.81197	3
0.21913	0.41982	0.76695	3
0.2173	0.41851	0.76695	3
0.21693	0.42074	0.77542	3
0.21626	0.42153	0.77966	3
0.21902	0.41757	0.75847	3
0.21879	0.41606	0.75424	3
0.21258	0.41995	0.7839	3
0.21565	0.42111	0.77966	3
0.21917	0.41875	0.76271	3
0.21904	0.41867	0.76271	3
0.11478	0.42328	0.93204	3
0.11429	0.42518	0.94175	3
0.11478	0.42343	0.93204	3
0.11336	0.4222	0.93204	3
0.11429	0.42547	0.94175	3
0.1165	0.42325	0.92718	3
0.11702	0.42357	0.92718	3
0.11488	0.42735	0.9466	3
0.11311	0.42189	0.93204	3
0.11429	0.42561	0.94175	3
0.15063	0.45082	0.94366	3
0.14693	0.44892	0.94836	3
0.14844	0.44852	0.94366	3
0.14913	0.44736	0.93427	3
0.14766	0.45021	0.95305	3
0.15063	0.4507	0.94366	3
0.15239	0.44867	0.92958	3
0.14766	0.45076	0.95305	3
0.14766	0.45032	0.95305	3
0.14837	0.44848	0.94366	3
0.15742	0.45432	0.93925	3
0.15438	0.45364	0.94393	3
0.15643	0.45132	0.92991	3
0.15734	0.45427	0.93925	3
0.15564	0.45628	0.95327	3
0.15514	0.45443	0.9486	3
0.15722	0.45295	0.93458	3
0.15514	0.45456	0.9486	3
0.15722	0.45283	0.93458	3
0.15438	0.45325	0.94393	3
0.16094	0.52305	0.88517	3
0.16094	0.52305	0.88517	3
0.16009	0.52772	0.90431	3
0.16483	0.52174	0.86124	3
0.16009	0.52761	0.90431	3
0.16085	0.52779	0.89474	3
0.16268	0.52379	0.88038	3
0.1625	0.52342	0.87081	3
0.16432	0.52334	0.86603	3
0.16085	0.52779	0.89474	3
0.21429	0.58063	1	3
0.20952	0.57368	1	3
0.20952	0.57368	1	3
0.20952	0.57102	1	3
0.20476	0.56462	1	3
0.20952	0.57436	1	3
0.20952	0.57061	1	3
0.20952	0.57399	1	3
0.20476	0.56462	1	3
0.21429	0.58273	1	3
0.21127	0.61804	1	3
0.21774	0.6376	1	3
0.21898	0.63842	1	3
0.21127	0.61878	1	3
0.21127	0.61804	1	3
0.21127	0.62336	1	3
0.21477	0.62836	1	3
0.21642	0.63653	1	3
0.21127	0.62278	1	3
0.21596	0.63132	1	3
0.19438	0.50608	0.96444	3
0.19208	0.50814	0.98222	3
0.19721	0.50474	0.94222	3
0.19375	0.50531	0.96444	3
0.19775	0.50511	0.94667	3
0.19283	0.50587	0.97333	3
0.19682	0.50375	0.94222	3
0.19536	0.50573	0.95556	3
0.19526	0.5043	0.95111	3
0.19682	0.50375	0.94222	3
0.19947	0.43295	0.81818	3
0.19934	0.43647	0.83058	3
0.1988	0.43375	0.82231	3
0.19773	0.42597	0.79752	3
0.19727	0.42777	0.80579	3
0.20147	0.4453	0.85537	3
0.19947	0.43295	0.81818	3
0.20021	0.44043	0.84298	3
0.20116	0.44605	0.8595	3
0.19906	0.43588	0.83058	3
0.275	0.57702	0.99582	3
0.27268	0.57666	0.98745	3
0.275	0.5761	0.99582	3
0.27083	0.57192	0.99582	3
0.27083	0.57185	0.99582	3
0.27384	0.57785	0.99163	3
0.275	0.57673	0.99582	3
0.275	0.5761	0.99582	3
0.275	0.57727	0.99582	3
0.2712	0.57245	0.99582	3
0.26009	0.61947	1	3
0.26178	0.62477	1	3
0.26906	0.63453	1	3
0.26906	0.63453	1	3
0.26471	0.63023	1	3
0.26752	0.63173	1	3
0.26457	0.62801	1	3
0.25786	0.61808	1	3
0.26906	0.63453	1	3
0.26457	0.62801	1	3
0.9337	1	1	8
0.90964	1	1	8
0.93923	1	1	8
0.92593	1	1	8
0.9116	1	1	8
0.9116	1	1	8
0.92818	1	1	8
0.9337	1	1	8
0.92818	1	1	8
0.90608	1	1	8
0.86806	0.98537	0.98537	8
0.86329	0.99024	0.99024	8
0.86721	0.97561	0.97561	8
0.86806	0.98537	0.98537	8
0.86982	0.97561	0.97561	8
0.87001	0.98537	0.98537	8
0.86944	0.98537	0.98537	8
0.8652	0.98537	0.98537	8
0.85982	0.99024	0.99024	8
0.86665	0.98537	0.98537	8
1	0.99605	0.99524	8
1	0.99594	0.99524	8
1	0.9961	0.99524	8
1	0.99654	0.99524	8
1	0.99612	0.99524	8
1	0.99552	0.99524	8
1	0.99619	0.99524	8
1	0.99543	0.99524	8
1	0.9957	0.99524	8
1	0.99543	0.99524	8
0.97918	1	0.9771	8
1	0.99708	0.9898	8
0.98901	1	0.97959	8
0.98901	1	0.97959	8
1	1	0.98469	8
0.99781	1	0.98469	8
0.99563	1	0.98469	8
0.99765	1	0.98469	8
1	0.99781	0.9898	8
0.9898	1	0.97959	8
0.93069	1	1	8
0.92574	1	1	8
0.92574	1	1	8
0.93564	1	1	8
0.92574	1	1	8
0.94554	1	1	8
0.94059	1	1	8
0.94554	1	1	8
0.93878	1	1	8
0.92857	1	1	8
0.86825	0.9907	0.9907	8
0.86332	0.9907	0.9907	8
0.86389	0.9907	0.9907	8
0.87099	0.9814	0.9814	8
0.87029	0.9814	0.9814	8
0.87184	0.9814	0.9814	8
0.87061	0.9907	0.9907	8
0.86628	0.9907	0.9907	8
0.87089	0.9907	0.9907	8
0.87049	0.98605	0.98605	8
0.70324	0.89792	0.90816	8
0.67669	0.85274	0.85714	8
0.70324	0.89792	0.90816	8
0.68678	0.87177	0.87755	8
0.6855	0.86711	0.87245	8
0.70033	0.89341	0.90306	8
0.68854	0.87199	0.87755	8
0.70033	0.89341	0.90306	8
0.70033	0.89317	0.90306	8
0.67049	0.84334	0.84694	8
0.67565	0.84872	0.86869	8
0.67417	0.84469	0.86364	8
0.67957	0.85293	0.87374	8
0.64437	0.80136	0.81313	8
0.68687	0.86484	0.88889	8
0.6739	0.84466	0.86364	8
0.68214	0.85694	0.87879	8
0.63675	0.79264	0.80303	8
0.66177	0.82692	0.84343	8
0.66229	0.82697	0.84343	8
0.90732	1	1	8
0.9	1	1	8
0.90385	1	1	8
0.90099	1	1	8
0.90907	0.99519	0.99519	8
0.91069	0.99519	0.99519	8
0.90789	0.99519	0.99519	8
0.90907	0.99519	0.99519	8
0.90645	0.99519	0.99519	8
0.90541	1	1	8
0.91071	1	1	8
0.91753	1	1	8
0.90431	1	1	8
0.91626	1	1	8
0.90625	1	1	8
0.90789	1	1	8
0.91617	1	1	8
0.90541	1	1	8
0.90431	1	1	8
0.90625	1	1	8
0.95109	1	1	8
0.94388	1	1	8
0.93939	1	1	8
0.93989	1	1	8
0.94898	1	1	8
0.95918	1	1	8
0.95918	1	1	8
0.95408	1	1	8
0.95385	1	1	8
0.94898	1	1	8
0.9	1	1	8
0.89524	1	1	8
0.89944	1	1	8
0.89524	1	1	8
0.9	1	1	8
0.90519	0.99524	0.99524	8
0.90944	0.99524	0.99524	8
0.90952	1	1	8
0.9	1	1	8
0.89773	1	1	8
0.72438	0.89981	0.90547	8
0.73297	0.91768	0.92537	8
0.70723	0.87562	0.87562	8
0.70723	0.87562	0.87562	8
0.72129	0.89507	0.9005	8
0.71894	0.89048	0.89552	8
0.71877	0.89032	0.89552	8
0.71678	0.88609	0.89055	8
0.73517	0.92204	0.93035	8
0.72438	0.89963	0.90547	8
0.68803	0.55539	0.11524	2
0.73077	0.59426	0.1165	2
0.7265	0.59052	0.11655	2
0.74359	0.60849	0.11723	2
0.7265	0.59056	0.11651	2
0.70513	0.57043	0.11644	2
0.73504	0.59879	0.11667	2
0.69231	0.55929	0.11588	2
0.70513	0.57064	0.11631	2
0.70513	0.57082	0.11566	2
0.71739	0.57878	0.10429	2
0.73913	0.59928	0.10444	2
0.73478	0.59551	0.10398	2
0.7087	0.56995	0.10476	2
0.74348	0.60369	0.10393	2
0.72609	0.58616	0.10466	2
0.73043	0.5913	0.10435	2
0.72609	0.58703	0.10418	2
0.73913	0.5997	0.10394	2
0.73913	0.59985	0.10368	2
0.71806	0.57339	0.095962	2
0.7533	0.60703	0.095077	2
0.74449	0.59838	0.095111	2
0.71806	0.57302	0.096456	2
0.71806	0.57291	0.096514	2
0.74449	0.59827	0.095111	2
0.76211	0.61641	0.094321	2
0.7533	0.60791	0.094163	2
0.73128	0.58502	0.096221	2
0.74009	0.594	0.094883	2
0.87179	0.70059	0.13561	2
0.86325	0.6908	0.1365	2
0.87607	0.705	0.13478	2
0.85897	0.68626	0.13711	2
0.87179	0.7001	0.13597	2
0.87179	0.69981	0.13609	2
0.87607	0.70451	0.13543	2
0.87179	0.69981	0.13609	2
0.87607	0.70472	0.13509	2
0.85897	0.68656	0.13647	2
0.88889	0.76638	0.16402	2
0.87607	0.75133	0.16924	2
0.88462	0.76109	0.16551	2
0.84615	0.72046	0.17769	2
0.88034	0.75653	0.16841	2
0.86752	0.74173	0.17236	2
0.8547	0.7283	0.17637	2
0.86752	0.74173	0.17149	2
0.85043	0.72417	0.17808	2
0.84615	0.72019	0.17855	2
0.87137	0.75959	0.21666	2
0.88382	0.77374	0.20714	2
0.85892	0.74634	0.22407	2
0.88382	0.77375	0.20724	2
0.87967	0.7687	0.21052	2
0.88382	0.77366	0.20666	2
0.88382	0.77347	0.20878	2
0.87137	0.75946	0.21545	2
0.88382	0.77374	0.20714	2
0.86307	0.75067	0.22079	2
0.75862	0.63311	0.11397	2
0.75862	0.63297	0.11413	2
0.75862	0.633	0.11401	2
0.75431	0.6287	0.11682	2
0.76724	0.64182	0.11262	2
0.75	0.62501	0.11747	2
0.75862	0.63285	0.11445	2
0.76724	0.64182	0.11262	2
0.75	0.62385	0.11923	2
0.75862	0.63329	0.11354	2
0.76549	0.62356	0.087384	2
0.77876	0.63802	0.08511	2
0.75221	0.61167	0.087822	2
0.77434	0.63332	0.085657	2
0.76106	0.61947	0.087556	2
0.76106	0.61966	0.087556	2
0.76991	0.62797	0.086024	2
0.77434	0.63307	0.085657	2
0.76106	0.61945	0.087556	2
0.74779	0.60752	0.088846	2
0.94894	0.83705	0.17322	2
0.91915	0.8001	0.18383	2
0.93191	0.81527	0.17901	2
0.92766	0.81068	0.1797	2
0.93617	0.82168	0.1777	2
0.92766	0.81082	0.17913	2
0.92766	0.81146	0.1784	2
0.91489	0.79599	0.184	2
0.91915	0.80071	0.18383	2
0.90638	0.78633	0.18608	2
0.92576	0.7948	0.12128	2
0.9345	0.80536	0.1217	2
0.8952	0.76043	0.12509	2
0.9214	0.78855	0.12432	2
0.9083	0.77471	0.12346	2
0.9476	0.81966	0.12	2
0.9214	0.78862	0.12473	2
0.94323	0.81527	0.11948	2
0.89956	0.76535	0.12494	2
0.8952	0.76056	0.12509	2
0.76496	0.64637	0.14534	2
0.7735	0.65362	0.14324	2
0.7906	0.66959	0.13368	2
0.79487	0.67386	0.13248	2
0.78205	0.66155	0.13938	2
0.78632	0.6657	0.13795	2
0.78205	0.66195	0.13892	2
0.79915	0.67769	0.13114	2
0.80342	0.68223	0.13099	2
0.77778	0.65745	0.14176	2
1	0.92121	0.12017	2
1	0.9154	0.12017	2
1	0.91683	0.12017	2
1	0.92423	0.12017	2
1	0.90987	0.12017	2
1	0.91963	0.12017	2
1	0.91332	0.12017	2
1	0.90739	0.12017	2
1	0.9116	0.12017	2
1	0.92002	0.12017	2
0.97826	0.81629	0.097826	2
0.97391	0.81141	0.097391	2
0.94783	0.77801	0.094783	2
0.96087	0.79457	0.096087	2
0.98261	0.8227	0.09665	2
0.96087	0.79457	0.096087	2
0.94783	0.77811	0.094783	2
0.95652	0.78842	0.095652	2
0.96957	0.80688	0.096957	2
0.97826	0.8176	0.097079	2
1	0.88242	0.11392	2
1	0.88708	0.1097	2
1	0.87936	0.11392	2
1	0.88662	0.11392	2
1	0.8846	0.11392	2
1	0.88406	0.11392	2
1	0.88365	0.11392	2
1	0.87764	0.11392	2
1	0.88662	0.11392	2
1	0.88553	0.11392	2
1	0.86822	0.1073	2
1	0.87554	0.103	2
1	0.87062	0.1073	2
1	0.86884	0.1073	2
1	0.87433	0.103	2
1	0.87279	0.10526	2
1	0.86946	0.1073	2
1	0.87079	0.1073	2
1	0.87425	0.103	2
1	0.87068	0.1073	2
0.37206	0.97268	0.42819	5
0.37526	0.96721	0.42673	5
0.37206	0.97268	0.42853	5
0.37249	0.98361	0.43464	5
0.37206	0.97268	0.42819	5
0.37738	0.97268	0.43212	5
0.37738	0.97268	0.4315	5
0.37087	0.98361	0.43781	5
0.37415	0.97814	0.43389	5
0.37087	0.98361	0.43386	5
0.36954	0.91329	0.4554	5
0.39761	0.98266	0.50669	5
0.39995	0.98844	0.51176	5
0.38124	0.9422	0.47473	5
0.39761	0.98266	0.50659	5
0.39761	0.98266	0.50553	5
0.3672	0.90751	0.44933	5
0.37008	0.90173	0.44681	5
0.38124	0.9422	0.47377	5
0.3789	0.93642	0.46949	5
0.40229	0.99422	0.48766	5
0.39293	0.9711	0.45326	5
0.39884	1	0.49086	5
0.39527	0.97688	0.45888	5
0.39995	0.98844	0.47569	5
0.40229	0.99422	0.48516	5
0.40229	0.99422	0.48779	5
0.40229	0.99422	0.48267	5
0.39527	0.97688	0.46278	5
0.39884	1	0.49133	5
0.44412	0.935	0.48503	5
0.44175	0.93	0.48134	5
0.4465	0.94	0.4888	5
0.44412	0.935	0.4858	5
0.44175	0.93	0.4817	5
0.44415	0.945	0.49052	5
0.44412	0.935	0.4858	5
0.44415	0.945	0.4901	5
0.44175	0.93	0.48098	5
0.44412	0.935	0.48503	5
0.34239	0.89583	0.39148	5
0.34309	0.89583	0.392	5
0.34132	0.95313	0.40395	5
0.33523	0.86979	0.37874	5
0.34624	0.9375	0.40285	5
0.34149	0.95313	0.40354	5
0.34906	0.92188	0.40161	5
0.32921	0.85417	0.36925	5
0.3272	0.84896	0.36683	5
0.34766	0.92708	0.40156	5
0.35632	0.91005	0.42211	5
0.35968	0.93122	0.43812	5
